umap	assay_id	description	exposure_hrs	variant	comment	comment_type
7.244299619	2360140	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay	72			
7.269195082	1747681	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 24 hrs in presence of 0.5% FBS by MTT assay	24			
7.269657297	1645412	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 7 days by MTT assay	168			
7.33137138	2080349	Hepatotoxicity in human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
7.338669094	1897795	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 24 hrs by MTT assay	24			
7.338669094	2298629	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 24 hrs by MTT assay	24			
7.338669094	2321934	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 24 hrs by MTT assay	24			
7.362805982	1687278	Cytotoxicity against human SiHa cells assessed as reduction in cell viability after 24 hrs by MTT assay	24			
7.362805982	1901195	Cytotoxicity against human SiHa cells assessed as reduction in cell viability after 24 hrs by MTT assay	24			
7.367923701	1525954	Hepatotoxicity in human HepG2 cells assessed as cell viability after 24 hrs by MTT assay	24			
7.371647721	2049526	Cytotoxicity against human HepG2 cells overexpressing NQO1 assessed as reduction in cell viability incubated for 48 hrs by MTT assay	48			
7.39273963	2225083	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell proliferation incubated for 24 hrs by MTT assay	24			
7.406338744	1756697	Cytotoxicity against human HepG2 cells assessed as reduction in cell survival after 24 hrs by MTT assay	24			
7.425911884	2171143	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by colorimetric tetrazolium assay	24			
7.464503855	2347701	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 48 hrs by MTT colorimetric based assay	48			
7.478792384	1552571	Cytotoxicity against human HepG2 cells assessed as cell viability after 24 hrs by crystal violet staining assay	24			
7.5044688	2353357	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by CCK-8 assay	24			
7.513881292	2035198	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability by DAPI staining based assay				
7.544042808	609942	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by MTT assay	24			
7.544042808	1657192	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by MTT assay	24			
7.544042808	1713909	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by MTT assay	24			
7.544042808	1714476	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by MTT assay	24			
7.544042808	1732681	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by MTT assay	24			
7.544042808	1740292	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by MTT assay	24			
7.544042808	1763454	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by MTT assay	24			
7.544042808	1784134	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by MTT assay	24			
7.544042808	1789395	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by MTT assay	24			
7.544042808	2215280	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability for 24 hrs by MTT assay	24			
7.547199753	2209898	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 24 hrs by CCK-8 assay	24			
7.562867902	1707271	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by CCK-8 assay	24			
7.57044827	2225078	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell proliferation incubated for 20 hrs by MTT assay	20			
7.578472245	2188397	Cytotoxicity in human HepG2 cells assessed as number of live cells by measuring ATP metabolism incubated for 48 hrs by CellTiter-Glo luminescent cell viability assay	48			
7.594192896	2299765	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 24 hrs	24			
7.597384057	2232355	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability for 24 hrs by Celltiter-Glo assay	24			
7.60608998	848439	Cytotoxicity against human HepG2 cells assessed as cell viability after 24 hrs by MTT assay	24			
7.60608998	943500	Cytotoxicity against human HepG2 cells assessed as cell viability after 24 hrs by MTT assay	24			
7.60608998	956466	Cytotoxicity against human HepG2 cells assessed as cell viability after 24 hrs by MTT assay	24			
7.60608998	1294225	Cytotoxicity against human HepG2 cells assessed as cell viability after 24 hrs by MTT assay	24			
7.60608998	1446516	Cytotoxicity against human HepG2 cells assessed as cell viability after 24 hrs by MTT assay	24			
7.60608998	1542853	Cytotoxicity against human HepG2 cells assessed as cell viability after 24 hrs by MTT assay	24			
7.607611895	1759240	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
7.607611895	1798840	Cytotoxicity in human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
7.607611895	1839132	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
7.607611895	1890183	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
7.607611895	2032906	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
7.607611895	2056421	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
7.607611895	2085312	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
7.607611895	2145081	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
7.607611895	2153147	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
7.607611895	2154772	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
7.607611895	2184429	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
7.607611895	2346259	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
7.607611895	2361922	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
7.617220304	2034663	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 24 hrs by MTT assay	24			
7.617220304	2114065	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 24 hrs by MTT assay	24			
7.617220304	2130909	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 24 hrs by MTT assay	24			
7.632764877	1853392	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 24 hrs by Prestoblue assay	24			
7.636151043	2056423	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability by trypan blue assay assay				
7.663507206	1872654	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by Celltiter-Glo luminescence assay	24			
7.665121416	2121963	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by PrestoBlue assay	24			
7.685343525	2078565	Cytotoxicity against human HepG2 cells assessed as cell viability measured after 24 hrs by MTT assay	24			
7.68710339	2050688	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by Celltiter-blue assay	24			
7.693716276	1995413	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by CCK8 assay	24			
7.702311175	1754088	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by WST1 assay	24			
7.720770211	2284918	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by WST-1 assay	24			
7.741146359	1440560	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by MTS assay	24			
7.741146359	1453670	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by MTS assay	24			
7.741146359	1581168	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by MTS assay	24			
7.741146359	1685472	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by MTS assay	24			
7.750705985	1725197	Cytotoxicity in human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay	48			
